Commit Message,predict
prepf for 2.3.10 (#2602),0
"Update README.md (#2601)

* Update README.md

- link change

* Update README.md",0
Auto check for updates when the GUI opens (#2600),0
Fix 2d line data setter (#2599),0
"minor spelling fixes (#2594)

* Update CODE_OF_CONDUCT.md

spelling

* Update COLAB_maDLC_TrainNetwork_VideoAnalysis.ipynb

spelling

* Update COLAB_maDLC_TrainNetwork_VideoAnalysis.ipynb

* Update test_auxfun_models.py

* Update CONTRIBUTING.md

* Update .codespellrc",0
"Correct DEEPLABCUT.yaml and DEEPLABCUT_M1.yaml reference. (#2573)

* Correct DEEPLABCUT.yaml and DEEPLABCUT_M1.yaml reference.

* Update installation.md

---------

Co-authored-by: Mackenzie Mathis <mackenzie.mathis@epfl.ch>",0
"pin matplotlib version (#2583)

* pin matplotlib version

* fix typo",0
"Update label and warn users of the absence of videos (#2586)

* Update label and warn users of the absence of videos

* Update wording",0
Update email,0
bug fix: missing images during evaluation (#2570),0
"Update setup.py (#2526)

* Update setup.py

---------

Co-authored-by: n-poulsen <45132115+n-poulsen@users.noreply.github.com>
Co-authored-by: Jessy Lauer <30733203+jeylau@users.noreply.github.com>",0
"niels/check_for_duplicate_videos (#2558)

* ensure no duplicate entries are added to the training dataset dataframe

* added extra test with 3 videos

* fix typing",0
attempt fix for FFmpeg install: ignore error (#2559),0
Video analysis on cropped videos: bug fixes for `extract_outlier_frames` and `create_video_with_all_detections` (#2538),0
"Update installTips.md (#2536)

- restructure a bit, and add tips of pip installing from repo with tags",0
"quick file fix (#2534)


* correct location of a file",0
"Adding a Quick Guide (from the wiki to the docs!) (#2532)

* Create single_animal_quick_guide.md

* Update _toc.yml

* Rename docs/tutorial.md to tutorial_maDLC.md",0
"Update COLAB_DLC_ModelZoo.ipynb (#2533)

* Update COLAB_DLC_ModelZoo.ipynb

* Update COLAB_DLC_ModelZoo.ipynb

fixed link",0
fix manual frame extraction with symlinks (#2527),0
Avoid infinite loop when there are no overlapping tracklets (#2525),0
"Use video crop coordinates appropriately in create_video_with_all_detections (#2524)

* Use video crop coordinates if defined

* Pass in a list of coordinates rather than a boolean",0
"[WIP] slight change to setup (move all TF to TF tag; pin tables, add note that python 3.9 is currently required (#2517)

* Update setup.py

* Update README.md

* Update setup.py

* Update setup.py

- unpin torch

* Update setup.py

Co-authored-by: n-poulsen <45132115+n-poulsen@users.noreply.github.com>

---------

Co-authored-by: n-poulsen <45132115+n-poulsen@users.noreply.github.com>",0
"Doc re-arrangement in the TOC (#2523)

* Update _toc.yml

- minor rearrangement for ease

* Update installation.md

- minor edit to install to point to GPU section early on!

* Update maDLC_UserGuide.md",0
Version update (#2514),0
Add GUI help button back (#2507),0
"Test for the presence of snapshot files when using modelzoo (#2485)

* Test for the presence of snapshot files
* Update error message",0
fixed matplotlib and dlclibrary required versions (#2513),0
updated COLAB notebooks to install a CUDA version compatible with DLC (#2506),0
Bump tables version (#2500),0
"Update README.md (#2496)

* Update README.md

add news from 2023-2024

* Update README.md

* Update news

---------

Co-authored-by: Mackenzie Mathis <mathis@rowland.harvard.edu>
Co-authored-by: Alexander Mathis <mathisepfl@gmail.com>",0
updated macOS runner to 13 (#2484),0
"Update AUTHORS (#2475)

- v2.2-3",0
Update README.md (#2464),0
deal with empty predictions during ma Video Analysis (#2467),0
"Bug fix: `add_new_videos(..., extract_frames=True)` (#2468)

* add_video: write config before extracting frames
* address issue 2463",0
