Version,Commit Message
0.9.5,!/usr/bin/env python
0.9.5,Author: Remi Flamary <remi.flamary@polytechnique.edu>
0.9.5,
0.9.5,License: MIT License
0.9.5,dirty but working
0.9.5,"The beautiful part is, I don't even need to check exceptions here."
0.9.5,"If something messes up, let the build process fail noisy, BEFORE my release!"
0.9.5,thanks PyPI for handling markdown now
0.9.5,clean cython output is clean is called
0.9.5,add platform dependant optional compilation argument
0.9.5,-*- coding: utf-8 -*-
0.9.5,Author: Remi Flamary <remi.flamary@unice.fr>
0.9.5,Nicolas Courty <ncourty@irisa.fr>
0.9.5,Michael Perrot <michael.perrot@univ-st-etienne.fr>
0.9.5,Nathalie Gayraud <nat.gayraud@gmail.com>
0.9.5,Ievgen Redko <ievgen.redko@univ-st-etienne.fr>
0.9.5,Eloi Tanguy <eloi.tanguy@u-paris.fr>
0.9.5,
0.9.5,License: MIT License
0.9.5,the transport has been computed
0.9.5,check if classes are really separated
0.9.5,check the necessary inputs parameters are here
0.9.5,pairwise distance
0.9.5,"missing_labels is a (ns, nt) matrix of {0, 1} such that"
0.9.5,"the cells (i, j) has 0 iff either ys[i] or yt[j] is masked"
0.9.5,"labels_match is a (ns, nt) matrix of {True, False} such that"
0.9.5,"the cells (i, j) has False if ys[i] != yt[i]"
0.9.5,"cost correction is a (ns, nt) matrix of {-Inf, float, Inf} such"
0.9.5,"that he cells (i, j) has -Inf where there's no correction necessary"
0.9.5,by 'correction' we mean setting cost to a large value when
0.9.5,labels do not match
0.9.5,we suppress potential RuntimeWarning caused by Inf multiplication
0.9.5,(as we explicitly cover potential NANs later)
0.9.5,this operation is necessary because 0 * Inf = NAN
0.9.5,thus is irrelevant when limit_max is finite
0.9.5,distribution estimation
0.9.5,store arrays of samples
0.9.5,check the necessary inputs parameters are here
0.9.5,perform standard barycentric mapping
0.9.5,set nans to 0
0.9.5,compute transported samples
0.9.5,perform out of sample mapping
0.9.5,get the nearest neighbor in the source domain
0.9.5,transport the source samples
0.9.5,define the transported points
0.9.5,check the necessary inputs parameters are here
0.9.5,perform label propagation
0.9.5,set nans to 0
0.9.5,compute propagated labels
0.9.5,check the necessary inputs parameters are here
0.9.5,perform standard barycentric mapping
0.9.5,set nans to 0
0.9.5,compute transported samples
0.9.5,perform out of sample mapping
0.9.5,transport the target samples
0.9.5,define the transported points
0.9.5,check the necessary inputs parameters are here
0.9.5,perform label propagation
0.9.5,set nans to 0
0.9.5,compute propagated labels
0.9.5,coupling estimation
0.9.5,deal with the value of log
0.9.5,re compute inverse mapping
0.9.5,check the necessary inputs parameters are here
0.9.5,check the necessary inputs parameters are here
0.9.5,coupling estimation
0.9.5,deal with the value of log
0.9.5,re compute inverse mapping
0.9.5,coupling estimation
0.9.5,deal with the value of log
0.9.5,check the necessary inputs parameters are here
0.9.5,get the nearest neighbor in the source domain
0.9.5,coupling estimation
0.9.5,check the necessary inputs parameters are here
0.9.5,deal with the value of log
0.9.5,coupling estimation
0.9.5,check the necessary inputs parameters are here
0.9.5,deal with the value of log
0.9.5,check the necessary inputs parameters are here
0.9.5,deal with the value of log
0.9.5,check the necessary inputs parameters are here
0.9.5,perform standard barycentric mapping
0.9.5,set nans to 0
0.9.5,compute transported samples
0.9.5,check the necessary inputs parameters are here
0.9.5,deal with the value of log
0.9.5,check the necessary inputs parameters are here
0.9.5,deal with the value of log
0.9.5,check the necessary inputs parameters are here
0.9.5,perform standard barycentric mapping for each source domain
0.9.5,set nans to 0
0.9.5,compute transported samples
0.9.5,perform out of sample mapping
0.9.5,get the nearest neighbor in the sources domains
0.9.5,transport the source samples
0.9.5,define the transported points
